alpha,M,z,p,T,Re,rho
4.01199646543858,0.776085190595124,8137.35405149022,34898.0616257486,235.257198665314,7934966.40952406,0.516853897748052
3.49540450484135,0.606256628232648,4700.00200281595,56220.9646262118,257.599986981696,8919082.86520563,0.760430548460819
1.85161730040215,0.63209484075699,1407.63812511144,85518.757665021,279.000352186776,12813401.9786679,1.06799459574671
3.11955168258268,0.733875684881237,1153.37402982752,88215.1030199437,280.653068806121,15234076.2390233,1.09518017283223
3.15525237798623,0.724434115311914,488.36798026842,95594.062245237,284.975608128255,15991221.0480789,1.16878774732053
4.34029267346385,0.630440719822796,7606.52148738917,37673.5061355405,238.70761033197,6833159.99062517,0.549893719892471
4.90059710289758,0.678077438241012,8962.05357535913,30916.3704301349,229.896651760166,6321385.93497704,0.468560841648239
3.5379342569213,0.780977806032424,8611.44073268567,32561.5201311751,232.175635237543,7574113.52578065,0.488649937598938
2.58882895221157,0.690055010542377,3962.46856435261,61942.2981115808,262.393954331708,10931934.2707543,0.822508159326639
0.329900102910764,0.582933686103361,7986.75996232467,35668.0260304505,236.23606024489,6060116.26918978,0.526068346925914
0.660954681724982,0.698448709927876,4448.96100903182,58118.1539521383,259.231753441293,10539177.5175719,0.781143064752153
4.05803939935315,0.651371585956276,4378.31397857331,58661.2959949149,259.690959139273,9898895.04884387,0.787048969542503
4.52952501127214,0.785980759737618,1501.91733519723,84536.1015160874,278.387537321218,15792666.5158959,1.05804673309644
3.32987997337101,0.58923028226206,629.154215751835,93991.6480366738,284.060497597613,12839581.8541052,1.15289788623724
2.21141249833885,0.640635985169876,5519.86852571678,50371.0994354196,252.270854582841,8666423.6707947,0.695699854322067
4.68754376568436,0.586878180662419,3070.28810875525,69484.1406405711,268.193127293091,10150543.8380327,0.902704735798463
0.556712946767718,0.521336170600732,4282.08140461755,59407.7478552279,260.316470869986,7999639.07389341,0.795148645495386
1.76589069665947,0.533740438052505,1812.72779525388,81361.1190403575,276.36726933085,10415010.1400458,1.02575284778202
0.051130350979572,0.524593762444921,4.68067574765267,101268.78298904,288.11957560764,12102336.6755838,1.22465919522391
3.0407238047228,0.798675783120058,7166.15039026827,40109.2503611944,241.570022463256,9080291.78922891,0.578509049520821
2.83919086197434,0.670774482242851,3671.70360763591,64323.4756811265,264.283926550367,10937202.9171533,0.848018527128051
0.0343539070903254,0.721537310908137,253.874745428274,98312.1016001761,286.499814154716,16272632.0983685,1.19562519419478
2.91239939811371,0.742258267554818,6542.43353249929,43775.8385723301,245.624182038755,9021261.60968502,0.620971349927157
1.73161316965699,0.730762322039438,1903.47192579005,80452.5972446548,275.777432482365,14137627.993073,1.0164681412182
0.119777199823043,0.767440521310597,6072.69577220597,46712.5971145638,248.677477480661,9801141.91048276,0.654493686694645
4.83082825542962,0.511528469434128,2085.44019733078,78655.4960395802,274.59463871735,9726765.49221382,0.99804344896503
0.872475608537002,0.540150011948933,2780.38111870135,72088.7930026136,270.077522728441,9608786.76866276,0.930018843651903
2.73072787891426,0.702414650166623,1024.45721714696,89608.262868859,281.491028088545,14756810.6619261,1.10916440326669
4.11672824833633,0.745426340529933,3548.98561332902,65350.4397611817,265.081593513361,12302424.6052865,0.858965010651552
3.44926429182268,0.614720747719318,6996.51574587838,41080.8636538254,242.672647651791,7117651.43266275,0.589830552751577
0.209343776562006,0.567155004723521,7829.79227006104,36485.1607330492,237.256350244603,5998799.29881536,0.53580600845643
2.03250720125854,0.655543809179669,6454.14704434082,44316.0647425551,246.198044211785,8042267.3005749,0.627169226615818
1.96422422373676,0.507636087659426,2176.08569257889,77772.4991495966,274.005442998237,9569788.71662872,0.988961291527888
3.80205530980607,0.515953707200573,4149.43961357876,60449.2055088223,261.178642511738,8022851.07400764,0.806417146755827
4.97462914396409,0.763156222635272,8640.37728813544,32423.1172942195,231.98754762712,7377285.40964158,0.486967455095312
1.36669158898661,0.621125410637556,5219.24054383737,52455.8883697641,254.224936465057,8666721.18643606,0.718924831870898
4.27852672828189,0.713174809632196,2544.04410854039,74270.1511780285,271.613713294487,12979162.2742717,0.952741422348714
0.357525072821588,0.576299589991858,5482.38444588517,50627.3191629925,252.514501101746,7826347.15457254,0.698563912106797
1.51728833113578,0.674920653202684,6242.99862887107,45630.00492964,247.570508912338,8466673.71489034,0.642184201990695
3.57478711262039,0.749064240766897,3887.54222169523,62548.9536451407,262.880975558981,11955455.5929959,0.829024910919555
2.48157419702346,0.680302647863975,1635.30316022084,83161.4807146155,277.520529458565,13498968.7652603,1.04409381371798
2.66573752854903,0.759054560311954,3008.95006952485,70028.769449438,268.591824548088,13207023.9847505,0.908433253698094
1.29503962424121,0.794051237555165,6186.59609485562,45986.2735605518,247.937125383438,10020429.9326978,0.646241183866298
0.747617658151662,0.550508555095461,5329.39211555385,51684.0559670776,253.5089512489,7594940.66242072,0.710347307044405
2.40653320425113,0.504470639428317,2414.7715199381,75485.74087487,272.453985120402,9295581.41804097,0.9653486381846
4.16740663170681,0.753117954711032,425.316748934229,96318.8397038244,285.385441131927,16720741.2928407,1.17595810693116
3.21947706493971,0.545599997281,4949.55871251403,54385.01025149,255.977868368659,7825761.3665258,0.74025957041596
2.12890271473756,0.531746692741678,1584.21948835248,83685.7733192585,277.852573325709,10602067.2458817,1.04942071948518
0.924814631252111,0.697835496704319,4857.61036020923,55055.7242527346,256.57553265864,10103465.912322,0.747643264162418
0.99179295383121,0.558442567419047,7663.07708551711,37369.5709336567,238.339998944139,6015518.55514758,0.546298750486036
4.8953413935238,0.553596403592935,5111.5597479753,53219.4034782665,254.924861638161,7810172.74523871,0.727386329408478
4.7157337567739,0.636899076696065,2802.56844770121,71886.7007619042,269.933305089942,11305580.4408985,0.92790713808544
1.94286643509565,0.77391013733779,7554.9487762075,37952.4047568879,239.042832954651,8435498.41512825,0.553187701957736
3.67356441733655,0.706611249425849,1239.88394048702,87290.0933960012,280.090754386834,14550320.6467025,1.0858719323164
2.79982136133379,0.692642451410038,2695.92475339724,72862.27287632,270.626489102918,12422419.0499485,0.938090732444687
3.72874711045325,0.520849073079211,5782.41074041986,48605.7866596558,250.564330187271,6856669.75557887,0.675890667505026
4.78878295474118,0.590553153440898,2007.17492580628,79424.4088298295,275.103362982259,11313267.3601173,1.00593638878835
0.267002893384326,0.764399183412622,7297.3090899791,39370.8427059553,240.717490915136,8568289.49639375,0.569870021968475
1.57484490518102,0.739409310639039,3338.19696561011,67145.3887385757,266.451719723534,12458427.273237,0.878019380475417
2.36999713800961,0.74717781859662,4517.50285291099,57595.0958094917,258.786231456079,11196886.5792867,0.775445610482624
1.08999131705698,0.659009960744341,7020.02902991628,40945.0608359657,242.519811305544,7611211.82604561,0.588251230214243
1.64312994906379,0.55687287701762,6857.93103518209,41888.7003079342,243.573448271316,6544355.12946328,0.599204919577221
4.44881054856828,0.562583530990612,5640.93762006203,49550.7029960951,251.483905469597,7515733.13249845,0.686510615830352
0.453022865088956,0.709331138077726,2337.736987427,76217.7466254411,272.954709581725,13167213.3163367,0.972921818345584
0.615224933810498,0.771250968566107,6774.04588758446,42383.8991983406,244.118701730701,9145353.7877099,0.60493432341371
1.17228834084954,0.686986680539433,3467.44919659066,66040.0871765547,265.611580222161,11429258.9084804,0.86629763169413
3.08522928554405,0.644830412044645,2934.66704380515,70692.9611701502,269.074664215267,11300814.4672257,0.915408115482388
1.44786841262472,0.666486684461042,822.598737496799,91825.4243880289,282.803108206271,14266269.4586562,1.13133490801121
3.60731198958328,0.573066109211507,174.828451579145,99242.3101831037,287.013615064736,13017669.0382187,1.20477733618173
1.47016589495793,0.727890891977972,8425.3909375327,33462.8631786255,233.384958906037,7207727.12757416,0.499574071974337
3.79907366101785,0.718418444523995,8357.23436216698,33798.0686498793,233.827976645915,7168186.85465839,0.503622366599455
1.30334045190643,0.662751362863692,3865.88867420025,62725.1689123329,263.021723617698,10600617.187258,0.830915574170997
3.29951058378666,0.625075464872465,6327.18047403341,45102.4273159363,247.023326918783,7772098.27560417,0.6361653567461
0.817952223018592,0.647752843544526,5857.78396481386,48108.350104199,250.07440422871,8460588.59030871,0.670284205623577
4.61056573082254,0.602443888035944,955.480893093845,90360.9497151766,281.93937419489,12737798.6055694,1.11670247178044
2.07367485278845,0.793701933570852,1778.12002644306,81709.7893122034,276.59221982812,15538432.1748638,1.02931086307047
1.68543757913594,0.612206665403636,8018.3612040617,35505.3242613444,236.030652173599,6342287.72300515,0.524124414818383
1.0185835729558,0.782838193232707,7856.81838784187,36343.3997833323,237.080680479028,8255537.8469866,0.534119666125996
2.52872656642241,0.501293858503654,3699.39259017957,64093.5776827953,264.103948163833,8151433.62732818,0.845563488195561
2.17268148183637,0.712294669726744,2434.68237966816,75297.4706819877,272.324564532157,13099998.425077,0.96339857901525
0.440460145834067,0.626268091320774,4955.69772374108,54340.4661766111,255.937964795683,8977197.61852293,0.73976858630062
4.36277555814952,0.683148140728714,5220.28920320892,52448.4966661407,254.218120179142,9531114.55924554,0.718842800817571
4.48935718903609,0.597451054115541,324.275177528827,97489.5924845648,286.042211346063,13387808.844982,1.1875189548831
3.89499387720614,0.755878735609228,7230.60571955616,39744.9862345135,241.151062822885,8534127.92290556,0.574251144834607
2.25518075068512,0.569603614421179,4605.93447318455,56925.8924505765,258.2114259243,8459981.75030827,0.768141875261808
3.95888315123061,0.619400931900042,8223.98699429944,34461.2559356915,234.694084537054,6272449.70062556,0.511609313860408
4.20586081249749,0.595679478453651,746.954431366954,92667.634794142,283.294796196115,12839997.3901198,1.13972979864196
3.39559378522939,0.513144275470053,8775.94364057574,31781.0348726002,231.106366336258,4885420.70108302,0.479144040520462
0.514990617612956,0.673933328177653,8504.20648788834,33078.5967647103,232.872657828726,6614933.39670468,0.494923758543293
0.791488788813506,0.736887313868935,649.825803399612,93758.2087747565,283.926132277903,16026573.3710424,1.15057877215444
1.80834778644735,0.658653907635236,4136.35628014534,60552.7271245633,261.263684179055,10255171.7580193,0.807535216124767
3.91359714576391,0.608543908278661,3248.90933376905,67917.6438268447,267.032089330501,10343454.090172,0.886187368409169
2.8612053492432,0.543869302322591,7404.11588509911,38777.6994683333,240.023246746856,6026152.68742566,0.562908185055589
2.31182523742754,0.538312531063592,8854.57952383687,31413.3363829492,230.59523309506,5079784.3931983,0.474650318004638
0.197145026721264,0.789895580260889,6592.0330759977,43474.6858170825,245.301785006015,9549801.75319293,0.617509990148111
1.11950761391906,0.643476378728386,6004.39795329652,47152.5569433343,249.121413303573,8276978.56213743,0.659480634331906
4.55507640997758,0.527675661083502,5741.43757968808,48877.9372536834,250.830655732027,6976207.54499398,0.678953373022621
2.97419346377454,0.580009908156938,3181.30324083817,68507.144975629,267.471528934552,9923787.23117573,0.892410511718489
2.62469142309663,0.565052659580215,6666.46920558173,43025.8829914198,244.817950163719,6777585.67316053,0.612343102162346
1.23721917217947,0.599826239298121,1277.58838366351,86889.4030471474,279.845675506187,12308047.825526,1.08183402466966
3.39085033582495,0.710705923798031,871.959650197062,91279.1984930033,282.482262273719,15143515.383167,1.12588247014305
4.13416359911097,0.68442777555196,7633.84137932571,37526.4375044015,238.530031034383,7396214.80667435,0.548154872405521
-3.67606669544071,0.596236528566201,6148.52465777649,46228.0239148572,248.184589724453,7554300.32121628,0.648990691021371
4.2059109255817,0.779183160442011,6465.28538487912,44247.6130642708,246.125644998286,9547816.52744121,0.626384696787603
1.37832231027268,0.535031808010551,5755.11237287221,48786.9701602958,250.741769576331,7063409.37074446,0.677930017059783
-4.08888393699544,0.716578241708563,4596.8555305069,56994.3056120705,258.270439051705,10652675.4217705,0.768889288254257
-2.05164585863179,0.691576368005908,2736.81593678124,72486.9429047558,270.360696410922,12354430.5129382,0.934175907153299
0.561023432266452,0.748132500314763,5845.50250491997,48189.1210204155,250.15423371802,9784212.21979065,0.67119529823046
4.63878264272284,0.612425646282151,975.962300913451,90136.9191518308,281.806245044063,12924283.2910276,1.11446008566381
4.71112124261127,0.722937702181141,1297.29334062878,86680.5890935195,279.717593285913,14806941.1695119,1.07972832414509
-3.34866039132018,0.749587042933404,169.46689006239,99305.661647166,287.048465214594,17035804.1759712,1.20540004379161
4.72991160507427,0.588048461693485,8680.31616240739,32232.8734736283,231.727944944352,5659112.44857571,0.484652539597805
4.61896079239181,0.659944128923271,8724.8319309245,32021.8944212588,231.438592448991,6319295.9368696,0.482082272115689
-0.0936650287367486,0.794187647438888,1078.76453966389,89019.2269302367,281.138030492185,16600881.3343602,1.10325687545479
3.25047221103461,0.659235006301919,4018.62788397671,61490.7245666595,262.028918754151,10385463.8229687,0.817649429872265
-3.52082711438742,0.59234098448557,5817.88720956475,48371.1383600261,250.333733137829,7769067.31482912,0.673247382245751
-0.753776523010645,0.684655165565321,2432.64993676826,75316.6713145958,272.337775411006,12594127.6127416,0.963597497176806
4.22037524798915,0.601260718903291,6748.93992267509,42533.0251896087,244.281890502612,7148771.15386216,0.606657196279334
3.15660538085663,0.724818723469413,4994.26481288462,54061.3023634506,255.68727871625,10349081.3105556,0.736689774748609
4.66927224527721,0.619000924860408,3648.66050181955,64515.3082352497,264.433706738173,10116008.8510995,0.850065794518717
1.67457171069196,0.641042241341123,2204.88600244418,77493.635805767,273.818240984113,12051574.0471581,0.9860889450091
-4.73469551019832,0.704868404378383,6735.79800812112,42611.2555966224,244.367312947213,8392386.75371534,0.60756054305973
3.68188256982202,0.791638513134158,8098.56629552722,35095.0779620855,235.509319079073,8128803.34617921,0.51921531533845
4.40797156741234,0.590851919373987,6421.71542656269,44515.8646574565,246.408849727342,7273546.05838982,0.629457831546324
1.90730300321758,0.750826222144916,3480.05208039171,65933.1067499525,265.529661477454,12475878.9723651,0.86516112920666
2.77345821547156,0.718623486972837,8473.46230729596,33228.0630870758,233.072495002576,7077866.94853114,0.496733784379053
2.60385364752929,0.784533102847904,2121.40358680369,78304.2028715057,274.360876685776,14867006.7140467,0.994432521781638
-1.04097413260117,0.507988723366871,4786.4371898116,55579.4798977912,257.038158266225,7408181.62008529,0.753397236984285
1.64793121195426,0.600405107296961,8613.55234051165,32551.4042098839,232.161909786674,5821496.52090813,0.488527010404636
-3.19667478822527,0.696183082424191,2210.14294083008,77442.8222010938,273.784070884604,13081658.0779175,0.985565343380063
